county,subdivision,home_count,avg_year_built,min_year_built,max_year_built,avg_sqft,avg_floors,avg_value,avg_acres,cities,sample_addresses
Utah,Loch Lomond Phase I Amd,87,2001.0,2000,2013,1513.0,1.8,431648.3,0.1,Saratoga Springs,2173 E HAWTHORNE ST; 2167 E HAWTHORNE ST; 2159 E HAWTHORNE ST
Utah,Silverlake Plat 7,87,2010.7,2008,2020,1546.5,1.4,490342.5,0.2,Eagle Mountain,7625 N SILVER VW; 7617 N SILVER VW; 7607 N SILVER VW
Salt Lake,Kennecott Daybreak Pl 10i,87,2017.0,2016,2019,2353.2,1.7,751182.8,0.2,South Jordan,4969 W DOCK ST; 4959 W DOCK ST; 4947 W DOCK ST
Salt Lake,Rosecrest Pl K,86,2004.2,2004,2006,2013.9,1.2,656582.6,0.2,Herriman,14357 S CROWN ROSE DR; 5604 W EMMELINE DR; 5574 W MORNING LIGHT DR
Salt Lake,South Mtn Ph 9,86,2004.6,2002,2013,3089.0,1.9,941069.7,0.3,Draper,14196 S TUMBLEWEED WAY; 14186 S TUMBLEWEED WAY; 1439 E TUMBLEWEED WAY
Salt Lake,Encore At Miller Crossing Phase 2b,86,2019.1,2019,2020,1669.2,2.0,438460.5,0.0,Herriman,5164 W TESSITURA WAY; 5162 W TESSITURA WAY; 5156 W TESSITURA WAY
Utah,Saratoga Hills Phase 1,86,2002.6,2000,2020,1683.9,1.3,587865.1,0.2,Saratoga Springs,238 W HILLSIDE DR; 248 W HILLSIDE DR; 248 W HILLSIDE DR
Utah,Eaglepark Phase Ii,85,2003.2,2000,2020,1177.4,1.2,438509.4,0.2,Eagle Mountain,1394 E HAWK WAY; 1378 E HAWK WAY; 1378 E HAWK WAY
Utah,Cedar Point At Summit Ridge Plat A,85,2009.9,2006,2020,1584.8,1.2,541554.1,0.2,Santaquin,1268 S FOOTHILL DR; 1268 S FOOTHILL DR; 1254 S FOOTHILL DR
Utah,Villas At Legacy Farms The,85,2019.7,2019,2020,2403.9,1.4,550125.0,1.2,Saratoga Springs,493 E MEADOW RANCH LN; 501 E LONE STAR LN UNIT A; 501 E LONE STAR LN UNIT B
Utah,6444,85,2009.4,2000,2020,3225.0,1.3,932603.5,0.1,"Alpine, American Fork, Highland, Lehi, Lindon, Mapleton, Orem, Payson, Pleasant Grove, Provo, Saratoga Springs, Spanish Fork, Springville, Vineyard",20 W MAIN STREET CT; 378 E 400 S; 3300 N RUNNING CREEK WAY UNIT C
Utah,Kiowa Valley Plat A Amd,85,2004.2,2003,2020,1334.7,1.3,424754.1,0.1,Eagle Mountain,7163 N MOHICAN DR; 7162 N MOHICAN DR; 4006 E GOLDEN EAGLE RD
Utah,Hidden Canyon Phase 1,85,2007.6,2005,2012,1806.1,1.8,443295.3,0.1,Eagle Mountain,3039 E LOOKOUT DR; 3029 E LOOKOUT DR; 3021 E LOOKOUT DR
Utah,Elk Ridge Meadows Phase 2,85,2011.9,2007,2020,1824.6,1.2,595357.6,0.2,Elk Ridge,88 CUB CIR; 1228 N BEAR HOLLOW LN; 1254 N BEAR HOLLOW LN
Salt Lake,Oaks At Jordan Hills Villages Ph 12,84,2004.1,2003,2006,1718.8,1.6,521991.7,0.1,West Jordan,6672 W OAK BRIDGE DR; 6652 W OAK BRIDGE DR; 6644 W OAK BRIDGE DR
Utah,Legacy Farms Plat 2-D,84,2017.0,2017,2017,1763.8,2.0,429039.3,0.0,Saratoga Springs,458 S DAY DREAM LN; 456 S DAY DREAM LN; 452 S DAY DREAM LN
Salt Lake,Daybreak Village 7 Plat 2,84,2019.8,2019,2020,1749.5,1.2,588478.6,0.1,South Jordan,6253 W LAKE AVE; 6241 W LAKE AVE; 6233 W LAKE AVE
Salt Lake,Cottages At 9th Pud,84,2004.2,2004,2005,1474.3,2.0,445147.6,0.0,Midvale,946 E 6740 S; 6748 S 950 E; 6750 S 950 E
Utah,Harvest Hills Pud Plat R/S,84,2002.5,2001,2013,1344.9,1.4,477489.3,0.2,Saratoga Springs,182 W APPLE AVE; 188 W APPLE AVE; 192 W APPLE AVE
Salt Lake,Cottages At Riverwalk Pud,84,2008.5,2006,2009,1775.5,1.9,532629.8,0.0,South Jordan,698 W WARM CREEK BAY; 696 W WARM CREEK BAY; 694 W WARM CREEK BAY
Utah,Foothill Park Plat A,83,2005.9,2004,2020,2782.6,1.8,898184.3,0.3,Provo,554 N SUMMIT DR; 1372 E 580 N; 1358 E 580 N
Salt Lake,Jordan Hghts Ph 3 Pud,83,2010.3,2007,2013,1765.4,1.4,653724.1,0.2,South Jordan,11024 S CEDARHURST CV; 11002 S CEDARHURST CV; 10998 S CEDARHURST CV
Utah,Beacon Hill The Highlands Plat I,83,2008.6,2006,2020,3906.5,1.9,1582274.7,0.4,Highland,12258 N TIMBERLINE DR; 12274 N TIMBERLINE DR; 12288 N TIMBERLINE DR
Utah,Stonecreek Plat A,83,2018.9,2018,2020,2485.8,1.9,625536.1,0.2,American Fork,186 W 840 S; 202 W 840 S; 916 S 120 W
Salt Lake,Lookout Ridge Ph 1,82,2012.8,2008,2020,3158.0,1.6,1112972.7,0.5,Herriman,5273 W ORCHARD SPRING DR; 5251 W ORCHARD SPRING DR; 5566 W BUGLE RIDGE CT
Utah,Stage Coach Crossing Prd Plat D,82,2001.3,2000,2020,1215.2,1.8,460503.7,0.2,Lehi,645 S 1130 W; 577 S 1130 W; 1217 W 600 S
Utah,Ruby Valley At Saddle Rock Ranch Plat B Amd,82,2007.2,2002,2017,2032.6,1.7,679853.7,0.6,Eagle Mountain,2865 E ROUND ROCK CT; 2865 E ROUND ROCK CT; 2865 E ROUND ROCK CT
Utah,Lakeside Plat 26,82,2019.0,2018,2020,2205.3,1.5,631669.5,0.2,Saratoga Springs,2764 S EDEN CT; 2754 S EDEN CT; 2744 S EDEN CT
Salt Lake,Steeplechase Ph 2,82,2004.0,2002,2014,3905.0,1.8,1739856.0,0.4,Draper,1836 E AINTREE AVE; 1852 E AINTREE AVE; 13368 S TUSCALEE WAY
Salt Lake,Meadows At Rosecrest Ph 2,82,2016.0,2015,2017,2426.3,1.9,684202.4,0.2,Herriman,4624 W BOX MEADOW CIR; 4621 W BOX MEADOW CIR; 4627 W BOX MEADOW CIR
Utah,Loch Lomond Phase 2,82,2002.1,2001,2004,1520.8,1.8,438826.8,0.1,Saratoga Springs,2264 E LOCH LOMOND DR; 2256 E LOCH LOMOND DR; 2246 E LOCH LOMOND DR
Salt Lake,Sunset Ridge At South Mtn Ph 1,81,2011.8,2006,2018,1785.2,1.0,890338.3,0.1,Draper,1185 E SUNSET DUNES WAY; 1187 E SUNSET DUNES WAY; 1189 E SUNSET DUNES WAY
Utah,Meadow Ranch Plat 1,81,2006.6,2000,2020,1814.8,1.2,976135.8,1.4,Eagle Mountain,3156 E AUTUMN LN; 3156 E AUTUMN LN; 3156 E AUTUMN LN
Utah,Devon Glen Phase 1,81,2006.0,2004,2018,2264.9,1.9,540956.8,0.2,Springville,462 N 750 W; 432 N 750 W; 429 N 750 W
Utah,Silverlake Plat 15,81,2017.2,2017,2018,1733.4,2.0,426201.2,0.1,Eagle Mountain,7491 N HUTCH LN; 7490 N HUTCH LN; 7573 N HUTCH LN
Utah,Meadow Park Villas Pud Plat A,80,2005.2,2004,2006,1684.0,1.1,442982.5,0.1,Lehi,1066 E 310 N UNIT J-2; 418 N 1100 E UNIT E-2; 418 N 1100 E UNIT E-3
Salt Lake,Suncrest Ridge 1,80,2002.0,2000,2009,1618.2,1.6,528823.8,0.2,West Jordan,6808 S ADVENTURE WAY; 5723 W DAWN VISTA RD; 5711 W DAWN VISTA RD
Salt Lake,Kennecott Daybreak Vlge 5 Multi Family 1,80,2016.2,2015,2019,1875.6,2.6,444040.0,0.0,South Jordan,5379 W BOWSTRING WAY; 5377 W BOWSTRING WAY; 5373 W BOWSTRING WAY
Salt Lake,Sycamores At Jordan Hills Ph 4,80,2006.0,2005,2009,1717.5,1.6,557836.2,0.1,West Jordan,7997 S BURY RD; 7998 S MADISON NAN DR; 7082 W KNOWLEY RD
Utah,Salem Heights Plat B,80,2014.1,2001,2019,1824.7,1.3,662941.2,0.3,Salem,869 E 180 N; 851 E 180 N; 833 E 180 N
Salt Lake,Bridlewood Villas Ph 1,80,2012.4,2011,2013,1963.7,1.1,607052.5,0.1,West Jordan,9212 S 2040 W; 9212 S 2040 W # A; 9212 S 2040 W # C
Salt Lake,Castlewood Est Ph 2,80,2006.2,2006,2007,2793.3,1.4,909191.2,0.4,Riverton,3382 W WATER ST; 3362 W WATER ST; 3342 W WATER ST
Utah,Strawberry Creek Villas Plat A Amd,80,2015.7,2015,2017,2152.5,1.3,543952.0,0.4,Pleasant Grove,836 W 130 S UNIT A; 836 W 130 S UNIT B; 836 W 130 S UNIT C
Salt Lake,Westpointe Farms Ph 1,80,2000.2,2000,2001,1312.2,1.5,539812.5,0.2,Salt Lake City,1972 W QUARTER HORSE AVE; 1964 W QUARTER HORSE AVE; 1956 W QUARTER HORSE AVE
Salt Lake,Foothills Pl C,79,2000.7,2000,2006,1473.5,1.0,607163.3,0.2,Riverton,5394 W SHAGGY PEAK DR; 5382 W SHAGGY PEAK DR; 5368 W SHAGGY PEAK DR
Utah,Jordan Willows Ii Prd Plat N,79,2012.1,2009,2020,2354.5,1.8,612616.5,0.2,Lehi,3525 W OAK CREST DR; 3525 W OAK CREST DR; 830 S OAK CREST DR
Salt Lake,Oaks At Jordan Hills Villages Ph 15,79,2003.1,2003,2004,1627.7,1.4,548575.9,0.2,West Jordan,6784 W OAK FARMS DR; 6776 W OAK FARMS DR; 6766 W OAK FARMS DR
Utah,Canyon Heights At Cedar Hills Prd Plat A,79,2001.7,2000,2020,2675.0,1.5,956132.9,0.4,Cedar Hills,3592 W CANYON HEIGHTS DR; 3572 W CANYON HEIGHTS DR; 9242 N EMERALD LAKE CV
Utah,Cold Spring Ranch Hd 2,79,2020.0,2020,2020,1525.0,2.0,405474.7,0.0,Lehi,536 N WILLOW SPRINGS AVE; 3990 W COOL SPRING AVE; 3982 W COOL SPRING AVE
Salt Lake,Villas At Sterling Vlge Pud,79,2007.9,2006,2013,1772.8,1.2,705916.5,0.1,South Jordan,11102 S CADBURY DR; 11112 S CADBURY DR; 11118 S CADBURY DR
Salt Lake,Three Forks Ph 2,79,2011.4,2008,2013,2194.3,1.3,710144.3,0.3,West Jordan,6327 W TWIN TREE DR; 8418 S RUNDLESTONE DR; 8438 S RUNDLESTONE DR
Salt Lake,Terrameer Pud Ph 2,79,2013.9,2013,2014,1309.6,1.6,463764.6,0.1,Herriman,5317 W SOLDANA BAY; 5313 W SOLDANA BAY; 5309 W SOLDANA BAY
Utah,Willow Glen Phase 2 Amd,78,2020.0,2020,2020,1901.1,2.0,419348.7,0.0,American Fork,422 S 700 W; 418 S 700 W; 416 S 700 W
Utah,River Park West Plat A,78,2008.8,2007,2012,1649.8,2.0,378247.4,0.1,Springville,1144 W 200 S; 1136 W 200 S; 1162 W 200 S
Salt Lake,Gables At Sterling Vlge Pud,78,2006.5,2006,2007,1639.9,2.0,459907.7,0.0,South Jordan,10946 S BIRCH CREEK RD; 10948 S BIRCH CREEK RD; 10954 S BIRCH CREEK RD
Utah,Spanish Oaks Estates Plat A,78,2003.1,2001,2014,1486.6,1.2,527750.0,0.3,Spanish Fork,2783 E CANYON CREST DR; 2733 STONY HILL WAY; 1737 S 2750 E
Salt Lake,Oquirrh Highlands 1,78,2002.8,2002,2007,1444.2,1.2,508674.4,0.2,West Jordan,6933 S HIGH BLUFF DR; 6945 S HIGH BLUFF DR; 6957 S HIGH BLUFF DR
Utah,Cedars At Cedar Hills The Prd Plat D,78,2003.2,2001,2008,2145.5,1.6,671406.4,0.3,Cedar Hills,10574 N SEMINOLE; 10572 N SEMINOLE; 10575 N SAHALEE ST
Salt Lake,Kennecott Daybreak Vlge 4a Pl 6,78,2015.1,2014,2018,1632.4,1.1,596269.2,0.1,South Jordan,4981 W VINSANTO LN; 4961 W VINSANTO LN; 4955 W VINSANTO LN
Utah,Legacy Farms Plat 1-D,78,2016.0,2016,2016,1592.0,2.0,396927.3,0.0,Saratoga Springs,47 E MAYAPPLE CT; 43 E MAYAPPLE CT; 41 E MAYAPPLE CT
Salt Lake,Siena Vista 2,77,2004.8,2004,2006,1584.9,1.2,556036.4,0.2,West Jordan,5669 W LUGANO DR; 5657 W LUGANO DR; 5643 W LUGANO DR
Utah,Overland Phase B Plat 1,77,2019.1,2019,2020,1544.8,1.5,508522.1,0.2,Eagle Mountain,1488 E ERICKSON KNOLL LN; 1498 E ERICKSON KNOLL LN; 1508 E ERICKSON KNOLL LN
Utah,Stonecreek Plat B,77,2019.8,2019,2020,2123.4,1.9,575048.1,0.2,American Fork,304 W 390 S; 316 W 390 S; 322 W 390 S
Salt Lake,Vistas At Westridge 4,77,2010.5,2007,2016,1699.4,1.1,587776.6,0.2,West Valley City,4481 S RIDGE VISTAS DR; 6092 W HAVEN RIDGE WAY; 6078 W HAVEN RIDGE WAY
Salt Lake,Greater Southridge Ph 1,77,2010.3,2007,2013,1524.4,1.1,594836.4,0.2,West Valley City,5722 S TIKAL WAY; 5712 S TIKAL WAY; 6174 W ALTAMIRA DR
Utah,Stonebridge,77,2012.8,2010,2020,2046.1,1.5,755366.2,0.7,Eagle Mountain,3441 E SKYE LOOP; 8988 E SKYE LOOP; 3314 E STONEBRIDGE LN
Utah,Sunset Hollow At Thanksgiving Point Pud Plat B,77,2007.8,2006,2012,1598.0,2.0,413906.5,0.0,Lehi,2637 W MAPLE DR; 2639 W MAPLE DR; 2661 W MAPLE DR
Salt Lake,Bridlewood Villas Ph 2,76,2014.3,2013,2015,2011.2,1.1,611414.5,0.1,West Jordan,1914 W HOPALONG CIR; 1914 W HOPALONG CIR # D; 1914 W HOPALONG CIR # B
Salt Lake,Western Springs Ph 3,76,2002.0,2001,2006,1391.2,1.2,529564.5,0.1,Riverton,5004 W BADGER LN; 5012 W BADGER LN; 12642 S DIAMONDBACK DR
Utah,Pioneer Pd Plat C,76,2002.0,2002,2002,1613.1,2.0,386694.7,0.0,Provo,1171 S 1410 ST E; 1175 S 1410 ST E; 1179 S 1410 ST E
Utah,Village Of Fox Hollow Plat Neighborhood 2-Phase 4 Amd The Pu,76,2017.3,2015,2019,1748.7,2.0,463457.9,0.1,Saratoga Springs,3041 S WILLOW CREEK DR; 3043 S WILLOW CREEK DR; 3047 S WILLOW CREEK DR
Utah,Silver Lake Plat 8,76,2013.8,2013,2017,1949.6,1.9,506246.1,0.1,Eagle Mountain,5117 E HIGH NOON AVE; 5119 E HIGH NOON AVE; 5133 E HIGH NOON AVE
Salt Lake,Oaks At Jordan Hills Villages Ph 9,76,2003.7,2003,2006,1414.0,1.4,508538.2,0.1,West Jordan,8514 S LAUREL OAK DR; 8524 S LAUREL OAK DR; 8534 S LAUREL OAK DR
Utah,Holbrook Farms Plat B Phase 3,76,2018.9,2018,2020,1837.4,2.0,501259.2,0.1,Lehi,2502 N CORMAC PL; 2524 N CORMAC PL; 2528 N CORMAC PL
Utah,Spanish Fields Plat A,76,2005.5,2000,2018,1807.7,1.8,429360.5,0.2,Spanish Fork,258 S 700 W; 268 S 700 W; 282 S 700 W
Utah,Saddle Ridge Pud Plat A,76,2004.9,2003,2019,1570.6,1.8,489651.3,0.2,Lehi,1748 S 450 W; 1734 S 450 W; 1716 S 450 W
Salt Lake,Maples At Jordan Hills Ph 6,76,2005.2,2005,2009,1780.3,1.7,530334.2,0.1,West Jordan,7524 S SUNSET MAPLE DR; 7528 S SUNSET MAPLE DR; 7536 S SUNSET MAPLE DR
Utah,Silverlake Plat 14,76,2016.5,2016,2019,1636.2,1.9,410458.0,0.3,Eagle Mountain,7389 N SILVER PARK DR; 7395 N SILVER PARK DR; 7405 N SILVER PARK DR
Utah,Solstice At Waters Edge,76,2017.6,2016,2018,1675.3,2.0,515459.2,0.1,Vineyard,533 N 290 E; 541 N 290 E; 547 N 290 E
Utah,Absalom Court Plat A Amd,76,2001.8,2000,2020,1033.1,1.2,467207.9,0.2,Spanish Fork,2324 E 1370 S; 1368 S 2320 E; 1362 S 2320 E
Utah,Jordan Promenade Village 1 Plat B-2,76,2020.0,2020,2020,2052.9,1.9,485175.0,0.1,Saratoga Springs,128 E BRUSHY CANYON ST; 127 E MEANDERING WAY; 133 E MEANDERING WAY
Utah,Jordan Willows Ii Prd Plat P,75,2012.4,2009,2018,2223.8,1.7,593792.0,0.2,Lehi,3785 W OAK CREST DR; 3767 W OAK CREST DR; 3779 W JORDAN VIEW DR
Salt Lake,Herriman Towne Ctr Pl H Ph 3,75,2015.2,2013,2017,1996.9,2.0,559909.3,0.1,Herriman,13312 S MOSELEY WAY; 13316 S MOSELEY WAY; 13322 S MOSELEY WAY
Utah,Kiowa Valley Plat B,75,2006.9,2005,2020,1529.4,1.5,448877.3,0.1,Eagle Mountain,7014 N CHEROKEE ST; 7022 N CHEROKEE ST; 7092 N MOHICAN DR
Salt Lake,Hunter Vlge Ph 17,75,2005.7,2005,2010,2011.9,1.4,564618.7,0.2,West Valley City,6716 W HUNTER MESA DR; 6706 W HUNTER MESA DR; 6694 W HUNTER MESA DR
Utah,Deerhaven Estates Pud Amd,75,2001.0,2001,2001,1538.9,2.0,380550.7,0.0,Provo,1487 E 1370 S; 1483 E 1370 S; 1479 E 1370 S
Utah,Crossing At Traverse Phase 1,75,2016.2,2015,2018,2220.1,1.6,748238.7,0.2,Lehi,816 W VALLEY VIEW WAY; 828 W VALLEY VIEW WAY; 842 W VALLEY VIEW WAY
Utah,Juniper Heights Plat C,75,2006.7,2005,2019,2794.0,1.7,1041064.0,0.4,Cedar Hills,10361 N SANDALWOOD DR; 10389 N SANDALWOOD DR; 4292 W JOSHUA LN
Utah,Sunny Ridge Plat A,75,2007.0,2000,2018,1986.5,1.6,712221.3,0.4,Spanish Fork,261 N 1280 E; 231 N 1280 E; 227 N 1280 E
Utah,South Hollow Plat A,75,2002.9,2000,2020,1299.1,1.3,620308.0,0.5,Mapleton,2201 W 325 S; 2163 W 325 S; 2163 W 325 S
Utah,Ash Point At Saddle Rock Ranch A,75,2000.0,2000,2001,1406.4,1.6,419305.3,0.1,Eagle Mountain,7917 N WEEPING ASH WAY; 7909 N WEEPING ASH WAY; 7901 N WEEPING ASH WAY
Utah,Legacy Farms Plat 2-C,75,2016.6,2016,2017,1638.4,1.9,426369.3,0.1,Saratoga Springs,611 S LOCUST DR; 167 E LOCUST DR; 177 E LOCUST DR
Utah,Sierra Estates Plat A,75,2010.7,2007,2014,1455.7,1.2,616874.7,0.2,Saratoga Springs,503 W RANGER RUN; 519 W RANGER RUN; 528 N GRAND SIERRA WAY
Utah,Jordan Willows Ii Prd Plat M,74,2007.5,2007,2015,2630.6,1.9,538317.6,0.2,Lehi,537 S JORDAN WAY; 523 S JORDAN WAY; 511 S JORDAN WAY
Utah,Stillwater Plat 1,74,2010.9,2006,2017,2190.7,1.7,709489.0,0.3,Saratoga Springs,78 W WILDFLOWER DR; 66 W WILDFLOWER DR; 2753 S WILDFLOWER DR
Utah,Eagle Point Plat B,74,2004.6,2000,2020,1025.8,1.0,413718.9,0.2,Eagle Mountain,1765 E CANARY WAY; 1751 E CANARY WAY; 1737 E CANARY WAY
Salt Lake,Cardon Square,74,2017.3,2016,2018,1844.1,2.7,487813.5,0.0,Riverton,1811 W DALMENY WAY; 1816 W TORLUNDY DR; 1812 W TORLUNDY DR
Salt Lake,Oquirrh Park Ph 4 Land Area 2a Pud,74,2007.3,2007,2009,1474.6,2.0,429051.4,0.0,South Jordan,10404 S SCARLET SAGE CV; 10406 S SCARLET SAGE CV; 10408 S SCARLET SAGE CV
Utah,Spring Creek Ranch Plat A,74,2006.9,2005,2016,2610.8,1.9,591682.4,0.2,Lehi,1758 S 710 E; 1758 S 710 E; 1738 S 710 E
Salt Lake,Shadow Run Ph 1 Pud,74,2015.0,2015,2015,1555.1,2.0,461328.4,0.0,Herriman,14423 S HILL SHADOW WAY; 14427 S HILL SHADOW WAY; 14429 S HILL SHADOW WAY
Utah,Jacobs Ranch Plat J,74,2012.3,2008,2020,1702.1,1.2,604091.9,0.3,Saratoga Springs,227 W LARIAT BLVD; 441 W STETSON AVE; 461 W STETSON AVE
Utah,Saratoga Springs #15 Pud,73,2006.1,2001,2018,2606.8,1.5,869967.1,0.3,Saratoga Springs,231 E RANGE RD; 217 E RANGE RD; 203 E RANGE RD
Salt Lake,Monarch Mdws Ph 2,73,2004.0,2003,2005,2053.8,1.4,631872.6,0.2,Riverton,13743 S ADMIRAL DR; 13751 S ADMIRAL DR; 13759 S ADMIRAL DR
Utah,Canyon Heights At Cedar Hills Prd Plat D,73,2005.8,2003,2020,2570.8,1.5,1061134.2,0.5,Cedar Hills,9718 N HEISELTS HOLLOW DR; 3746 W BOX ELDER DR; 3724 W BOX ELDER DR
Utah,Gables At Pleasant Grove The Pud,73,2006.0,2006,2006,1688.5,2.0,375176.7,0.0,Pleasant Grove,182 N 1450 W; 176 N 1450 W; 172 N 1450 W
Utah,Dry Creek Bench Plat A,73,2002.2,2001,2016,2593.2,1.6,1047108.2,0.3,Highland,6221 W RIDGE RD; 6215 W RIDGE RD; 6336 W LONE ROCK RD
Utah,Juniper Heights Plat B,73,2003.8,2002,2017,2140.3,1.6,825506.8,0.4,Cedar Hills,4118 W EUCALYPTUS CT; 4088 W EUCALYPTUS CT; 4088 W EUCALYPTUS CT
Salt Lake,Creek View Mdws Pl 1,73,2003.0,2002,2004,1889.0,1.3,670054.8,0.3,Herriman,13864 S BERWICK VIEW CT; 13878 S CREEK VISTA DR; 13892 S CREEK VISTA DR
Utah,Cinnamon Ridge Plat A,73,2007.6,2005,2012,2197.2,1.9,600135.6,0.2,Provo,1261 E CINNAMON RIDGE WAY; 1281 E CINNAMON RIDGE WAY; 1305 E CINNAMON RIDGE WAY
Utah,Lone Tree At Circle Five Ranch Plat A,73,2005.3,2003,2020,1726.3,1.6,505456.2,0.2,Eagle Mountain,7434 N RED PINE RD; 7424 N RED PINE RD; 7418 N RED PINE RD
Salt Lake,Kennecott Daybreak Pl 9g,73,2013.7,2013,2016,2084.1,1.8,674163.0,0.2,South Jordan,10381 S CROW WING DR; 10387 S CROW WING DR; 4866 W SOUTH JORDAN PKWY
Salt Lake,Country Crossing 4,72,2000.3,2000,2004,1689.3,1.1,654729.2,0.3,South Jordan,11561 S CROSS COUNTRY CIR; 11579 S CROSS COUNTRY CIR; 11506 S COUNTRY CROSSING RD
Salt Lake,Residences At Park Avenue Ph 1,72,2013.0,2013,2013,1442.8,1.8,466241.7,0.0,Riverton,1942 W TRAIL HEIGHTS DR; 1936 W TRAIL HEIGHTS DR; 1932 W TRAIL HEIGHTS DR
Utah,Exchange In Lehi The Phase 5 Pud,72,2018.0,2017,2019,1662.7,2.0,436536.1,0.0,Lehi,1794 N 3780 W; 1788 N 3780 W; 1782 N 3780 W
Salt Lake,Sycamores At Jordan Hills Ph 2,72,2005.2,2004,2007,1845.2,1.5,590200.0,0.2,West Jordan,7181 W 8090 S; 7171 W 8090 S; 7159 W 8090 S
Utah,Exchange In Lehi The Phase 10 Pud,72,2018.4,2018,2019,1611.9,2.0,432440.3,0.0,Lehi,1795 N 3720 W; 1789 N 3720 W; 1783 N 3720 W
Salt Lake,Rosecrest Pl U,72,2012.5,2007,2018,2563.2,1.6,898697.2,0.3,Herriman,5298 W ROSE SUMMIT DR; 5288 W ROSE SUMMIT DR; 14938 S AURORA VISTA CIR
Utah,West Dry Creek Estates Plat A,72,2001.0,2000,2020,1095.1,1.6,454431.9,0.3,Springville,1608 W 1065 S; 1592 W 1065 S; 1574 W 1065 S
Utah,Overland Trails Ests Phase I,72,2007.0,2000,2020,1315.9,1.2,750094.4,1.4,Eagle Mountain,882 E RUSSELL RD; 928 E RUSSELL RD; 928 E RUSSELL RD
Salt Lake,Madison Place Pud,72,2002.5,2000,2004,1522.0,1.5,467677.8,0.1,West Valley City,3890 S CLIFFHAVEN LN; 3896 S CLIFFHAVEN LN; 3902 S CLIFFHAVEN LN
Salt Lake,Rosecrest Pl H Ph 1,72,2003.4,2003,2017,1856.3,1.2,634929.2,0.2,Herriman,14178 S FRIENDSHIP DR; 14188 S FRIENDSHIP DR; 14198 S FRIENDSHIP DR
Utah,Pheasant Meadow At Sleepy Ridge Phase 1 Amd,72,2009.6,2007,2012,1570.4,2.0,410650.0,0.0,Orem,825 S 1770 W; 821 S 1770 W; 817 S 1770 W
Utah,Ponds At Sleepy Ridge The Prd Phase 2,71,2014.0,2014,2015,1686.6,2.0,462707.0,0.0,Orem,898 S 2040 W; 892 S 2040 W; 983 S 2040 W
Salt Lake,Daybreak Village 8 Plat 5b,71,2019.5,2018,2020,2343.9,1.7,699181.7,0.1,South Jordan,6463 W PURPLE ORCHID DR; 6453 W PURPLE ORCHID DR; 11344 S PURPLE ORCHID DR
Utah,Silver Lake Plat 10,71,2015.0,2015,2016,2022.1,1.9,513790.1,0.1,Eagle Mountain,7830 N SAGEBRUSH LN; 7840 N SAGEBRUSH LN; 7852 N SAGEBRUSH LN
Salt Lake,Reunion Vlge Pud,71,2000.6,2000,2003,1569.1,1.0,647794.4,0.1,South Jordan,10042 S KEEPSAKE CT; 10048 S KEEPSAKE CT; 10054 S KEEPSAKE CT
Salt Lake,Rushmore Park Ph 1,71,2015.5,2014,2016,1889.8,2.0,449454.9,0.0,Herriman,5452 W RUSHMORE PARK LN; 5448 W RUSHMORE PARK LN; 5446 W RUSHMORE PARK LN
Utah,Pioneer Addition Phase Ii,71,2006.1,2000,2020,1771.4,1.5,445488.7,0.2,Eagle Mountain,2194 E HICKOCK WAY; 2198 E HICKOCK WAY; 2209 E FRONTIER ST
Utah,Liberty Farm At Smith Ranch Plat A,71,2002.8,2001,2018,1525.9,1.5,486070.4,0.2,Eagle Mountain,3579 E JAMES ST; 7688 N ROSE ST; 7698 N ROSE ST
Salt Lake,Cove At Herriman Springs Ph 2,71,2006.7,2006,2013,2769.3,1.3,813128.2,0.3,Herriman,14336 S SHEEPROCK DR; 14352 S SHEEPROCK DR; 14366 S SHEEPROCK DR
Utah,Legacy Farms Plat 1-E,71,2017.0,2017,2017,1743.4,2.0,424029.6,0.0,Saratoga Springs,463 S BURR OAK LN; 459 S BURR OAK LN; 453 S BURR OAK LN
Utah,Harvest Hills Pud Plat B,70,2002.6,2001,2011,1411.3,1.6,467322.9,0.2,Saratoga Springs,334 W STRAWBERRY PL; 322 W STRAWBERRY PL; 312 W STRAWBERRY PL
Utah,Harvest Hills Pud Plat A,70,2001.4,2001,2003,1385.1,1.8,449812.9,0.2,Saratoga Springs,383 W PLUM PL; 371 W PLUM PL
Salt Lake,Villages At Stonegate Eagle Rock Ph,70,2002.4,2001,2005,1509.8,1.2,530827.1,0.2,West Valley City,3112 S PARK SPRINGS DR; 3118 S PARK SPRINGS DR; 3128 S PARK SPRINGS DR
Salt Lake,Traverse Hills 1,70,2001.7,2000,2004,2308.0,1.6,809048.6,0.2,Draper,411 E LANA CT; 423 E LANA CT; 433 E LANA CT
Utah,Gables At Saratoga Springs Pud Phase 1,70,2009.2,2008,2011,1670.6,2.0,396941.4,0.0,Saratoga Springs,1576 N VENETIAN WAY; 1582 N VENETIAN WAY; 1586 N VENETIAN WAY
Salt Lake,Country Crossing 5 Amd,70,2000.7,2000,2004,1671.7,1.1,656275.7,0.3,South Jordan,4186 W 11430 S; 4172 W 11430 S; 4158 W 11430 S
Salt Lake,Daybreak Lake Island Plat 1,70,2019.2,2018,2020,2490.9,1.8,1003307.1,0.1,South Jordan,4768 W BAYVIEW DR; 4758 W BAYVIEW DR; 4748 W BAYVIEW DR
